email,Alcoholic,Appetizers,Arcade,Billiards,Bowling,Cocktail,Desserts,Mains,Non-alcoholic,Salads,VR,total_spent_year,visit_count_year,is_loyalty
benjamin.patel42@outlook.com,5,7,8,2,2,6,3,6,16,2,1,731.08,9,0.0
benjamin.su470@hotmail.com,8,6,3,2,0,5,3,4,8,0,0,491.58,7,1.0
benjamin.thompson245@outlook.com,3,3,9,3,3,3,2,12,15,1,5,736.83,7,0.0
benjamin.wilson14@hotmail.com,16,6,18,2,4,9,2,21,21,3,2,1409.21,15,1.0
camila.chan443@hotmail.com,4,1,6,4,1,5,2,6,14,2,4,597.87,8,1.0
camila.chen115@gmail.com,3,2,5,2,1,2,3,2,10,2,1,439.28,5,0.0
camila.kowalski384@hotmail.com,5,4,2,1,1,4,0,2,9,0,2,341.82,4,1.0
camila.patel33@yahoo.com,5,0,6,2,2,9,2,7,20,0,2,705.13,11,1.0
camila.rodriguez435@hotmail.com,3,1,0,0,0,1,1,1,5,1,1,139.14,3,1.0
camila.roy221@outlook.com,5,12,9,0,3,11,3,8,15,4,1,968.99,7,1.0
camila.singh467@outlook.com,6,2,6,4,1,8,2,5,11,2,0,654.1800000000001,7,0.0
carter.garcia37@hotmail.com,2,3,3,0,1,1,2,4,5,1,0,297.59,4,1.0
carter.gonzalez338@gmail.com,7,3,12,1,2,5,5,5,20,2,3,676.48,14,1.0
carter.kim97@icloud.com,5,1,7,4,2,6,5,6,12,2,2,677.7,6,1.0
carter.liu164@outlook.com,3,1,5,0,0,5,3,5,11,2,1,458.28,5,1.0
carter.patel6@yahoo.com,4,4,5,2,5,6,3,5,15,3,4,718.99,8,0.0
carter.roy463@outlook.com,12,8,9,5,2,5,3,13,18,1,1,1144.07,9,1.0
carter.white124@yahoo.com,3,0,2,0,0,1,3,6,12,0,0,247.13,4,1.0
carter.zhang403@gmail.com,6,3,11,2,2,8,3,8,10,2,5,974.3399999999999,11,1.0
charlotte.anderson449@yahoo.com,5,1,4,1,1,3,2,3,6,1,2,315.76,6,1.0
charlotte.chan310@outlook.com,3,3,1,2,1,5,3,4,5,3,0,444.77,6,1.0
charlotte.khan313@gmail.com,3,4,17,2,3,9,7,19,24,3,1,1259.8,13,1.0
charlotte.lam401@hotmail.com,4,3,5,7,0,5,4,9,19,1,6,826.4,10,0.0
charlotte.liu453@yahoo.com,2,6,11,1,2,4,1,12,18,0,2,789.79,7,1.0
charlotte.thompson492@icloud.com,7,5,8,3,3,3,4,9,16,0,1,709.0899999999999,9,0.0
charlotte.tremblay318@yahoo.com,2,0,8,0,3,2,1,4,10,1,1,463.03,6,1.0
chloe.chen344@icloud.com,3,8,12,0,5,7,5,17,22,1,4,1045.56,12,0.0
chloe.kim399@outlook.com,9,5,11,2,3,4,3,9,16,2,1,862.94,7,1.0
chloe.li177@hotmail.com,6,2,2,1,0,2,1,2,6,0,0,262.79,3,0.0
chloe.nowak316@gmail.com,8,8,11,3,4,10,3,9,24,2,3,1054.19,11,1.0
chloe.park89@icloud.com,6,3,7,0,3,11,1,7,13,4,3,753.66,10,1.0
chloe.rodriguez340@hotmail.com,9,3,12,3,2,7,2,11,13,1,2,892.81,10,1.0
chloe.roy274@outlook.com,5,3,4,2,0,6,2,8,6,3,4,657.5699999999999,6,0.0
chloe.thompson200@yahoo.com,3,2,4,0,0,3,3,10,10,0,3,523.02,7,0.0
chloe.wilson133@hotmail.com,7,4,2,0,2,6,2,13,10,1,1,693.37,13,1.0
chloe.zhang109@hotmail.com,4,3,10,3,1,3,2,7,15,1,4,682.75,8,0.0
daniel.gonzalez328@icloud.com,4,1,8,0,1,3,2,8,10,0,2,582.45,7,0.0
daniel.kim417@hotmail.com,1,0,1,0,0,4,1,1,2,0,0,161.19,3,0.0
daniel.lin28@outlook.com,3,5,6,4,3,5,1,9,13,1,2,718.9200000000001,12,1.0
daniel.lopez257@gmail.com,2,4,11,0,1,7,1,9,9,0,1,663.61,7,1.0
daniel.martinez225@gmail.com,5,0,9,0,3,7,2,6,11,2,2,638.6,8,0.0
daniel.taylor190@yahoo.com,5,3,13,2,5,7,4,7,9,0,0,827.61,9,0.0
daniel.wong380@hotmail.com,3,0,7,2,4,4,1,2,9,1,1,394.54,6,1.0
david.anderson336@gmail.com,7,4,6,1,0,12,2,8,13,2,4,784.3599999999999,10,1.0
david.chen436@icloud.com,6,8,14,4,9,6,5,7,27,2,3,1062.06,13,1.0
david.kim222@gmail.com,12,9,9,3,4,5,5,13,19,2,2,1048.54,12,0.0
david.rodriguez141@yahoo.com,3,2,7,0,0,4,1,1,8,0,2,354.05,7,1.0
david.white374@gmail.com,4,4,5,2,1,7,1,4,18,1,3,530.01,8,1.0
david.wilson132@outlook.com,9,3,11,2,3,4,3,11,26,4,2,1059.05,12,1.0
elijah.gonzalez127@outlook.com,1,1,3,0,2,2,0,2,9,0,0,222.10999999999999,3,1.0
elijah.khan272@yahoo.com,1,4,8,1,1,7,3,6,12,0,2,646.96,10,1.0
elijah.lam319@outlook.com,10,2,10,4,5,1,3,6,20,2,1,799.6199999999999,10,0.0
elijah.martin454@outlook.com,10,5,11,2,1,3,1,7,10,3,2,786.71,10,1.0
elijah.nowak196@yahoo.com,11,6,8,11,3,10,5,11,26,3,4,1197.96,12,1.0
elijah.singh52@hotmail.com,3,2,7,1,3,10,5,14,15,1,1,881.51,8,0.0
elijah.wang23@icloud.com,11,3,7,4,0,5,3,9,17,0,2,730.11,12,0.0
elijah.zhang168@hotmail.com,2,1,6,1,0,5,3,2,9,0,1,410.15,5,1.0
ella.chen256@outlook.com,3,4,10,1,1,1,1,5,10,2,1,630.4599999999999,6,0.0
ella.huang175@hotmail.com,6,2,7,1,2,5,4,7,12,1,1,736.8299999999999,8,1.0
ella.huang367@outlook.com,3,3,4,5,0,4,1,8,7,0,0,480.89,6,0.0
ella.khan39@hotmail.com,7,5,10,1,2,7,5,10,17,0,2,818.7,12,0.0
ella.lin358@yahoo.com,7,3,15,7,3,5,3,2,6,1,3,786.95,9,1.0
ella.tremblay402@icloud.com,3,3,8,2,4,2,0,3,15,1,1,499.17,6,0.0
emily.gonzalez448@hotmail.com,1,2,7,0,0,1,1,3,5,2,1,317.21999999999997,5,1.0
emily.huang297@outlook.com,3,8,7,2,2,2,2,5,13,2,2,680.65,10,0.0
emily.kowalski78@gmail.com,8,6,10,2,1,7,2,8,20,1,1,807.75,12,1.0
emily.lee345@icloud.com,4,4,12,2,4,6,2,5,8,2,4,747.49,8,0.0
emily.nowak125@icloud.com,8,9,11,0,0,4,3,9,16,1,3,779.99,10,1.0
emma.anderson437@gmail.com,4,5,8,2,2,7,1,11,8,1,2,799.37,7,1.0
emma.chan169@icloud.com,8,5,6,0,1,4,1,3,12,3,1,534.75,6,0.0
emma.kowalski259@hotmail.com,8,7,7,1,4,10,3,6,19,1,1,806.07,10,1.0
emma.lau355@hotmail.com,7,7,16,4,5,8,5,8,18,2,4,1145.97,10,1.0
emma.lin332@yahoo.com,3,0,5,1,1,3,5,6,7,1,2,516.1700000000001,7,0.0
emma.liu55@icloud.com,3,2,8,1,0,2,2,4,9,1,4,462.28000000000003,8,0.0
emma.singh275@gmail.com,2,5,10,2,3,7,3,7,15,0,1,729.12,7,1.0
emma.singh96@hotmail.com,6,2,7,0,4,5,4,7,15,2,2,662.59,9,1.0
emma.su325@yahoo.com,5,5,11,1,0,3,0,10,18,1,1,732.22,10,0.0
emma.tremblay451@icloud.com,4,3,3,3,1,1,0,6,5,0,0,377.48,6,0.0
emma.wilson303@outlook.com,9,3,13,2,1,5,6,8,21,3,6,1028.69,13,1.0
emma.zhang369@outlook.com,5,2,6,1,2,4,3,2,11,0,0,471.87,6,0.0
ethan.anderson232@hotmail.com,14,7,17,2,1,10,5,20,19,2,4,1419.42,16,0.0
ethan.johnson122@icloud.com,6,9,6,2,2,10,0,4,6,1,1,667.36,9,1.0
ethan.lam179@icloud.com,10,4,7,3,3,3,1,6,16,4,1,758.87,9,0.0
ethan.lam84@hotmail.com,1,1,7,1,2,3,3,4,9,1,2,462.42,7,1.0
ethan.lopez167@hotmail.com,4,4,9,3,1,7,0,13,15,1,2,870.16,10,0.0
ethan.macdonald77@hotmail.com,5,9,6,1,3,6,0,8,16,1,5,794.21,8,0.0
evelyn.chen447@yahoo.com,5,2,3,0,3,6,0,3,7,0,0,329.84000000000003,8,1.0
evelyn.lee148@gmail.com,9,4,14,3,2,10,2,14,12,0,2,1033.38,12,1.0
evelyn.martinez130@hotmail.com,5,5,9,2,0,2,2,12,12,2,1,793.6,7,1.0
evelyn.nguyen65@outlook.com,5,5,5,1,1,5,3,6,11,0,1,497.7,8,1.0
evelyn.white385@outlook.com,6,5,14,3,0,12,3,12,16,4,3,1199.96,13,0.0
grace.lee499@hotmail.com,7,8,18,2,0,6,3,9,20,3,1,1009.65,12,1.0
grace.lopez418@outlook.com,4,4,9,2,3,6,2,9,9,0,1,753.88,9,1.0
grace.nguyen312@icloud.com,6,6,22,2,4,17,0,17,18,2,3,1550.55,12,1.0
grace.su191@gmail.com,3,0,7,0,1,5,1,6,5,2,1,428.25,7,1.0
grace.su408@gmail.com,7,8,8,3,3,8,2,13,19,0,4,1020.26,9,1.0
grace.wang393@hotmail.com,13,5,17,3,3,9,8,16,27,2,7,1610.17,19,0.0
hannah.lin411@hotmail.com,7,2,4,6,2,5,2,8,20,4,2,742.86,8,0.0
hannah.lopez293@hotmail.com,6,9,5,3,3,10,2,7,11,2,3,884.19,12,1.0
hannah.nowak22@outlook.com,11,6,5,1,4,2,4,6,18,1,2,739.17,9,0.0
hannah.rodriguez220@icloud.com,9,2,10,1,3,3,4,9,11,2,0,663.1600000000001,8,1.0
harper.chen291@hotmail.com,6,6,6,3,6,4,2,3,22,0,3,646.76,10,1.0
harper.ivanov327@hotmail.com,6,6,9,4,1,12,0,6,6,3,1,912.1,9,1.0
harper.liu61@outlook.com,6,1,9,4,4,8,4,13,17,2,1,941.84,12,1.0
harper.martinez292@yahoo.com,10,0,8,4,2,6,5,8,14,1,4,798.8199999999999,11,0.0
harper.nguyen486@yahoo.com,6,6,15,6,1,4,3,9,27,4,2,1006.22,10,1.0
harper.nowak5@outlook.com,2,2,4,0,0,2,0,4,6,0,2,292.39,7,0.0
harper.singh329@outlook.com,12,1,5,4,3,4,2,9,13,2,3,747.23,9,1.0
harper.tremblay30@gmail.com,5,3,3,2,2,6,4,11,11,1,0,645.62,8,0.0
henry.brown105@yahoo.com,5,5,11,3,4,6,5,11,27,1,2,954.9699999999999,11,0.0
henry.chow299@outlook.com,3,0,9,3,3,2,3,8,17,2,2,603.69,9,0.0
henry.kowalski314@yahoo.com,8,5,10,3,1,6,2,7,12,0,0,722.93,7,1.0
henry.lam334@gmail.com,2,1,5,1,1,9,3,5,9,2,4,545.28,8,1.0
henry.lin68@hotmail.com,1,6,2,0,0,5,2,8,8,3,4,598.51,7,1.0
henry.martin143@yahoo.com,2,1,14,1,0,1,5,6,13,0,5,706.6800000000001,7,1.0
henry.park477@hotmail.com,10,9,8,3,3,4,4,8,10,0,2,815.74,7,1.0
henry.roy106@hotmail.com,7,5,9,1,4,8,2,7,10,3,0,765.62,9,1.0
henry.singh421@gmail.com,4,5,7,2,2,5,2,12,18,0,2,738.55,12,1.0
henry.smith288@gmail.com,3,1,9,3,1,4,2,4,9,1,3,658.85,5,1.0
henry.white239@outlook.com,6,4,9,1,1,7,1,8,8,0,0,567.73,8,1.0
henry.zhang139@gmail.com,7,6,11,2,3,4,4,5,18,4,1,797.23,10,1.0
isabella.gonzalez414@gmail.com,10,4,10,4,3,10,4,12,17,2,1,997.71,11,1.0
isabella.park487@yahoo.com,5,6,16,4,2,6,0,9,12,6,0,1052.95,10,1.0
isabella.tremblay7@outlook.com,5,3,4,1,2,2,1,8,12,3,1,551.16,7,0.0
isabella.white72@outlook.com,6,6,11,2,1,8,3,7,17,2,2,857.48,9,0.0
jack.anderson427@hotmail.com,6,8,16,3,1,7,3,11,17,2,5,1285.46,15,0.0
jack.brown341@yahoo.com,14,6,10,3,5,11,5,10,17,4,2,1161.21,12,0.0
jack.garcia224@gmail.com,3,5,4,0,0,4,2,6,20,1,3,525.78,7,1.0
jack.gonzalez233@gmail.com,5,3,4,2,0,2,1,4,15,0,2,436.53,7,1.0
jack.khan123@outlook.com,5,2,2,0,2,6,3,9,6,1,2,527.59,6,1.0
jack.khan166@hotmail.com,14,3,11,3,4,8,4,6,21,3,2,896.31,11,0.0
jack.lam160@icloud.com,8,8,8,1,2,4,3,11,17,2,3,910.77,10,1.0
jack.liu119@gmail.com,3,3,3,1,4,4,1,17,11,0,1,595.97,7,0.0
jack.lopez182@yahoo.com,3,6,6,3,2,1,4,6,14,2,0,697.45,8,1.0
jack.nguyen394@icloud.com,8,3,9,7,3,8,2,19,20,2,1,1128.7,12,1.0
jack.nowak350@outlook.com,8,9,12,4,4,10,3,17,20,3,5,1398.29,17,1.0
jack.roy278@hotmail.com,0,3,5,2,0,3,3,4,10,0,1,419.24,4,0.0
jack.wilson218@outlook.com,9,2,11,4,1,10,4,11,13,3,3,1010.93,10,0.0
jackson.brown140@hotmail.com,7,1,8,2,2,6,3,6,14,1,1,561.45,7,1.0
jackson.kowalski152@gmail.com,3,2,5,0,2,7,2,9,17,0,1,552.0,8,1.0
jackson.kowalski455@yahoo.com,7,7,14,7,3,7,2,7,12,4,6,1114.56,10,1.0
jackson.liu3@outlook.com,3,2,3,2,0,3,1,7,13,0,2,441.27,7,0.0
jackson.martin170@gmail.com,5,7,17,1,2,6,3,10,16,1,3,984.47,10,1.0
jackson.roy27@yahoo.com,9,8,15,2,6,11,2,13,27,1,5,1339.57,14,1.0
jackson.thompson161@icloud.com,5,4,5,2,2,2,5,3,9,2,1,491.96,8,0.0
jackson.tremblay396@yahoo.com,3,4,2,0,1,3,3,3,5,1,3,406.72,4,0.0
jacob.chow45@icloud.com,9,6,17,2,1,7,1,6,25,5,2,1068.95,13,0.0
jacob.garcia285@hotmail.com,2,3,7,1,0,11,0,5,8,1,3,588.14,9,1.0
jacob.johnson214@outlook.com,3,5,6,1,2,5,5,7,10,0,1,616.0,7,0.0
jacob.li446@hotmail.com,8,6,11,4,2,9,6,19,13,2,2,1166.97,14,0.0
jacob.lin484@gmail.com,4,6,10,3,3,8,3,5,13,3,2,844.59,8,1.0
jacob.lopez201@yahoo.com,4,2,3,0,1,3,1,4,8,1,0,278.67,9,0.0
jacob.martin290@yahoo.com,8,6,12,2,2,9,2,10,20,4,2,1013.23,10,0.0
jacob.patel20@gmail.com,5,6,8,3,4,9,0,6,15,0,3,873.65,9,0.0
jacob.smith482@gmail.com,6,2,4,1,4,4,2,1,13,2,3,467.79,8,1.0
jacob.thompson51@icloud.com,4,1,6,2,0,3,0,7,11,0,2,519.98,5,1.0
james.chow145@icloud.com,9,11,15,8,2,11,5,11,27,5,6,1419.49,15,1.0
james.chow457@yahoo.com,5,3,10,3,0,6,5,4,18,1,1,666.0799999999999,10,1.0
james.khan240@gmail.com,9,3,10,2,5,5,4,12,25,1,0,924.9000000000001,11,0.0
james.kowalski157@yahoo.com,8,6,8,0,2,9,6,8,18,5,0,928.39,11,0.0
james.lam438@icloud.com,5,8,6,0,0,5,3,3,6,1,1,568.91,5,0.0
james.patel154@outlook.com,12,5,15,1,4,5,4,10,19,0,6,1043.21,15,1.0
james.tremblay17@outlook.com,5,0,10,1,2,10,2,7,15,2,1,706.2,7,1.0
james.wang283@icloud.com,4,6,8,0,1,6,3,9,15,2,3,754.4300000000001,11,1.0
james.wang383@gmail.com,6,3,12,1,1,5,3,5,20,0,3,737.5,7,1.0
james.white116@gmail.com,3,3,5,3,0,4,2,3,10,3,2,465.84,6,0.0
james.white31@icloud.com,2,3,9,3,3,3,2,6,15,1,2,633.29,9,0.0
james.zhang47@yahoo.com,9,3,12,4,2,8,3,16,26,0,2,1126.84,11,1.0
john.anderson64@yahoo.com,3,6,12,2,2,6,3,11,12,0,3,873.38,8,0.0
john.chen114@icloud.com,4,3,5,1,1,1,2,7,11,0,2,479.25,6,1.0
john.gonzalez429@outlook.com,2,3,4,4,0,4,2,6,8,0,1,474.28,6,0.0
john.lau426@outlook.com,7,7,11,1,2,7,3,15,21,0,2,964.28,9,1.0
john.li445@outlook.com,3,3,6,2,2,1,5,3,12,3,2,469.94,6,0.0
john.lin172@outlook.com,6,6,8,3,0,8,2,9,10,1,1,855.71,8,1.0
john.nguyen261@hotmail.com,6,3,9,0,2,6,0,7,13,1,2,640.15,7,0.0
john.patel21@yahoo.com,9,3,11,1,5,6,3,8,12,1,0,751.27,9,1.0
john.smith377@gmail.com,6,3,11,5,7,8,6,11,24,1,3,1156.46,14,1.0
john.taylor88@hotmail.com,1,2,8,0,1,5,1,3,14,0,3,510.25,7,1.0
john.white173@yahoo.com,5,3,8,0,1,6,3,14,15,0,3,813.01,12,0.0
joseph.brown481@hotmail.com,5,3,7,1,3,4,5,6,20,2,7,756.38,7,1.0
joseph.chan456@yahoo.com,10,2,12,4,4,8,0,8,10,3,2,940.6800000000001,11,0.0
joseph.khan73@hotmail.com,13,4,17,4,2,7,5,16,30,2,3,1343.65,12,1.0
joseph.lopez252@icloud.com,12,4,8,1,1,5,4,6,16,0,4,730.4,10,1.0
joseph.nguyen416@icloud.com,9,5,17,3,0,13,4,7,18,1,2,1112.26,10,1.0
layla.chow107@outlook.com,7,4,15,2,3,12,5,19,24,4,7,1391.13,12,1.0
layla.garcia440@hotmail.com,8,3,10,2,3,6,6,11,13,1,4,921.72,14,0.0
layla.gonzalez4@icloud.com,4,2,6,0,3,5,3,2,6,0,4,524.54,5,1.0
layla.lam324@icloud.com,2,1,5,1,1,1,1,2,5,0,0,259.75,5,0.0
layla.lin370@yahoo.com,0,2,8,2,1,2,1,6,16,2,3,564.75,6,0.0
layla.martinez199@hotmail.com,9,6,8,5,5,9,6,12,19,3,0,1035.78,12,1.0
layla.nguyen320@yahoo.com,4,3,12,2,4,6,6,8,14,0,3,881.0699999999999,10,0.0
layla.nowak71@gmail.com,7,2,10,4,2,3,1,10,16,0,1,758.15,9,1.0
layla.thompson352@hotmail.com,6,7,7,1,3,4,3,11,27,0,0,801.8399999999999,9,1.0
layla.tremblay32@outlook.com,5,9,6,2,2,6,6,12,13,1,0,823.03,10,1.0
layla.tremblay460@yahoo.com,9,7,4,2,3,10,4,16,14,4,4,1093.81,8,1.0
layla.wilson194@icloud.com,1,3,8,0,4,5,2,3,13,1,2,493.75,7,1.0
layla.zhang187@gmail.com,4,5,7,2,1,5,1,3,19,1,1,496.19,7,1.0
leo.huang250@gmail.com,6,8,12,1,3,4,4,9,18,0,1,835.63,8,0.0
leo.kim238@hotmail.com,8,5,12,3,3,6,5,12,25,0,2,1039.3600000000001,8,1.0
leo.martinez276@yahoo.com,10,10,12,1,3,11,4,11,27,5,1,1232.12,15,1.0
leo.park442@outlook.com,5,2,5,1,0,1,0,7,6,0,1,416.25,4,0.0
leo.thompson391@outlook.com,6,5,14,2,2,13,4,11,21,1,4,1138.3700000000001,13,1.0
liam.huang425@gmail.com,11,5,3,3,1,3,3,9,22,1,4,768.22,8,0.0
liam.lam326@yahoo.com,4,0,6,3,2,2,0,4,10,2,1,459.09000000000003,6,0.0
liam.rodriguez262@gmail.com,5,4,7,1,0,6,2,5,17,2,1,544.71,9,1.0
liam.singh422@yahoo.com,4,2,4,0,1,4,0,4,9,0,1,356.30999999999995,3,1.0
liam.wong197@icloud.com,2,0,2,0,1,1,1,4,4,1,0,229.87,4,0.0
lily.lee208@gmail.com,7,4,5,0,2,7,2,12,12,0,1,753.48,9,1.0
lily.lee488@yahoo.com,3,2,1,0,0,2,1,1,5,0,1,174.43,2,1.0
lily.liu50@yahoo.com,7,6,9,6,0,9,4,8,19,2,1,907.3199999999999,13,1.0
lily.rodriguez147@yahoo.com,10,13,14,2,2,9,5,9,21,3,2,1175.92,12,1.0
lily.su398@yahoo.com,4,1,7,2,1,6,2,2,14,2,1,539.04,8,1.0
lily.tremblay186@yahoo.com,7,4,1,1,1,3,4,7,8,1,1,533.97,8,1.0
lily.white195@yahoo.com,9,6,12,4,4,7,3,14,19,1,3,1256.52,10,1.0
lily.zhang158@outlook.com,4,3,8,1,2,7,4,3,12,2,2,615.47,8,0.0
lily.zhang249@yahoo.com,6,9,12,4,1,6,1,9,18,2,7,1014.14,10,1.0
logan.kowalski231@outlook.com,7,2,3,3,3,4,2,5,17,3,0,549.78,10,1.0
logan.taylor85@hotmail.com,7,2,8,4,4,5,1,7,11,2,4,787.43,9,1.0
logan.wilson129@icloud.com,4,3,8,0,0,3,2,2,10,3,2,440.15999999999997,7,1.0
logan.wilson333@yahoo.com,3,0,6,0,0,3,2,5,6,0,1,334.36,6,0.0
logan.zhang189@icloud.com,6,7,9,3,3,6,2,11,13,4,2,891.81,11,1.0
lucas.chan101@icloud.com,2,1,1,0,1,3,0,2,7,0,2,227.3,6,0.0
lucas.huang243@yahoo.com,10,14,13,2,7,6,3,10,31,1,3,1171.8899999999999,19,1.0
lucas.ivanov44@yahoo.com,13,6,18,6,1,6,4,9,23,4,2,1152.51,14,0.0
lucas.ivanov58@outlook.com,5,9,9,5,4,9,8,7,21,1,5,1067.24,12,1.0
lucas.johnson76@outlook.com,4,7,13,4,5,11,7,13,36,1,2,1275.4499999999998,13,1.0
lucas.taylor317@icloud.com,2,2,8,1,1,6,3,3,22,1,2,618.21,7,0.0
luke.anderson415@hotmail.com,2,2,5,2,2,5,1,3,14,3,2,472.28999999999996,8,1.0
